player_name_futbin,position,card_id,season,link,player_id,dob,club_name_futbin,club_id_futbin,league,league_id,nation,rating,pac,acceleration,sprint_speed,sho,positioning,finishing,shot_power,long_shots,volleys,penalties,pas,vision,crossing,fk_accuracy,short_passing,long_passing,curve,dri,agility,balance,reactions,ball_control,dribbling,composure,def,interceptions,heading_acc,def_awareness,standing_tackle,sliding_tackle,phy,jumping,stamina,strength,aggression,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,fb_team,club_id,player_id_ustat,player_name_ustat,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,club_name_ustat,npg,npxG,xGChain,xGBuildup
Rodrigo Bentancur,CM,27014,23,/23/player/27014/rodrigo-bentancur,227535,25-06-1997,Spurs,18,Premier League,13,Uruguay,79,67.0,66.0,68.0,62.0,64.0,55.0,69.0,65.0,71.0,64.0,79.0,78.0,76.0,68.0,83.0,81.0,71.0,80.0,70.0,74.0,77.0,83.0,82.0,81.0,78.0,78.0,62.0,79.0,81.0,78.0,77.0,73.0,86.0,72.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Spurs,80.0,6108.0,Rodrigo Bentancur,18.0,1516.0,5.0,2.4369436921551824,2.0,0.6443385947495699,15.0,11.0,8.0,0.0,M S,Tottenham,5.0,2.4369436921551824,8.615036329254508,6.708776051178575
Conor Gallagher,CM,27013,23,/23/player/27013/conor-gallagher,238216,06-02-2000,Chelsea,5,Premier League,13,England,79,74.0,69.0,78.0,76.0,78.0,77.0,79.0,78.0,63.0,55.0,75.0,78.0,69.0,70.0,77.0,76.0,65.0,78.0,68.0,68.0,80.0,82.0,78.0,72.0,67.0,71.0,49.0,62.0,75.0,67.0,74.0,58.0,93.0,64.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Chelsea,20.0,9040.0,Conor Gallagher,35.0,1590.0,3.0,2.5371697302907705,1.0,2.6282018795609474,28.0,21.0,9.0,1.0,M S,Chelsea,3.0,2.5371697302907705,8.282571202144027,3.598362954333425
Donny van de Beek,CM,27011,23,/23/player/27011/donny-van-de-beek,221363,18-04-1997,Manchester Utd,11,Premier League,13,Netherlands,79,67.0,67.0,67.0,77.0,78.0,75.0,82.0,77.0,80.0,61.0,76.0,79.0,65.0,65.0,80.0,78.0,78.0,78.0,75.0,69.0,77.0,84.0,76.0,84.0,72.0,72.0,69.0,72.0,72.0,71.0,75.0,70.0,78.0,74.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,8821.0,Donny van de Beek,7.0,157.0,0.0,0.08036869764328,0.0,0.1288376990705728,2.0,3.0,0.0,0.0,M S,Manchester United,0.0,0.08036869764328,1.023649286478758,0.8748480901122093
Ben Davies,CB,27007,23,/23/player/27007/ben-davies,205923,24-04-1993,Spurs,18,Premier League,13,Wales,79,67.0,68.0,67.0,58.0,60.0,58.0,65.0,52.0,48.0,54.0,72.0,65.0,71.0,48.0,78.0,75.0,72.0,72.0,64.0,69.0,83.0,77.0,70.0,76.0,80.0,81.0,73.0,82.0,81.0,80.0,74.0,78.0,76.0,70.0,81.0,NULL,NULL,NULL,NULL,NULL,NULL,Spurs,80.0,660.0,Ben Davies,31.0,2295.0,2.0,0.9933742862194777,2.0,2.469028750434518,14.0,20.0,4.0,0.0,D S,Tottenham,2.0,0.9933742862194777,8.73275038599968,7.62914814800024
John McGinn,CM,27006,23,/23/player/27006/john-mcginn,210881,18-10-1994,Aston Villa,2,Premier League,13,Scotland,79,69.0,73.0,65.0,74.0,72.0,71.0,83.0,76.0,75.0,55.0,76.0,76.0,69.0,61.0,79.0,86.0,66.0,77.0,77.0,80.0,76.0,78.0,78.0,68.0,73.0,73.0,59.0,72.0,78.0,71.0,81.0,75.0,90.0,78.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,7723.0,John McGinn,34.0,2692.0,1.0,1.9473767010495069,3.0,3.408585306257009,42.0,18.0,7.0,0.0,M S,Aston Villa,1.0,1.9473767010495069,10.670297458767893,6.900125402957201
Abdoulaye Doucouré,CM,27002,23,/23/player/27002/abdoulaye-doucoure,208135,01-01-1993,Everton,7,Premier League,13,Mali,79,67.0,66.0,67.0,76.0,77.0,75.0,84.0,77.0,68.0,54.0,74.0,75.0,69.0,52.0,81.0,77.0,44.0,78.0,65.0,67.0,79.0,81.0,79.0,77.0,78.0,81.0,69.0,76.0,80.0,76.0,82.0,74.0,89.0,81.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,1726.0,Abdoulaye Doucouré,25.0,1519.0,5.0,3.214016545563936,2.0,2.4725133273750544,20.0,22.0,6.0,1.0,M S,Everton,5.0,3.214016545563936,5.765182003378868,1.7658195812255144
Michail Antonio,ST,27000,23,/23/player/27000/michail-antonio,190717,28-03-1990,West Ham,19,Premier League,13,Jamaica,79,82.0,76.0,86.0,75.0,82.0,77.0,78.0,68.0,70.0,75.0,73.0,74.0,75.0,60.0,75.0,72.0,66.0,77.0,74.0,77.0,82.0,76.0,79.0,73.0,55.0,45.0,84.0,51.0,56.0,53.0,83.0,91.0,72.0,88.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,531.0,Michail Antonio,33.0,1847.0,5.0,7.201865157112479,3.0,1.6608268171548843,39.0,15.0,2.0,0.0,F S,West Ham,5.0,7.201865157112479,5.891749322414398,1.3007178837433455
Adama Traoré,RW,26545,23,/23/player/26545/adama-traore,213956,25-01-1996,Wolves,110,Premier League,13,Spain,79,96.0,96.0,96.0,65.0,65.0,64.0,79.0,63.0,52.0,47.0,68.0,67.0,78.0,42.0,72.0,54.0,72.0,86.0,82.0,88.0,71.0,83.0,92.0,73.0,38.0,41.0,40.0,37.0,38.0,35.0,83.0,81.0,77.0,89.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Wolves,98.0,900.0,Adama Traoré,34.0,1452.0,2.0,1.420078607276082,1.0,3.147219412028789,19.0,23.0,2.0,0.0,F M S,Wolverhampton Wanderers,2.0,1.420078607276082,6.109330745413899,1.6365119582042098
Matheus Nunes,CM,26539,23,/23/player/26539/matheus-nunes,253124,27-08-1998,Wolves,110,Premier League,13,Portugal,79,82.0,81.0,83.0,71.0,79.0,71.0,77.0,68.0,57.0,59.0,73.0,77.0,59.0,58.0,79.0,77.0,74.0,82.0,74.0,75.0,83.0,82.0,84.0,79.0,74.0,78.0,53.0,76.0,75.0,74.0,76.0,54.0,86.0,74.0,76.0,NULL,NULL,NULL,NULL,NULL,NULL,Wolves,98.0,11000.0,Matheus Nunes,34.0,2507.0,1.0,2.3803958501666784,1.0,2.0282051162794232,28.0,27.0,2.0,0.0,M S,Wolverhampton Wanderers,1.0,2.3803958501666784,6.00101482309401,2.8060512747615576
Jonny,LWB,26485,23,/23/player/26485/jonny,210455,03-03-1994,Wolves,110,Premier League,13,Spain,79,74.0,77.0,71.0,54.0,67.0,51.0,68.0,49.0,46.0,46.0,71.0,67.0,76.0,54.0,76.0,64.0,66.0,76.0,73.0,80.0,76.0,77.0,76.0,74.0,78.0,79.0,69.0,78.0,81.0,79.0,69.0,75.0,77.0,59.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Wolves,98.0,2280.0,Jonny,18.0,1257.0,1.0,0.1871340097859501,0.0,0.5784888137131929,9.0,5.0,3.0,1.0,D S,Wolverhampton Wanderers,1.0,0.1871340097859501,4.236576620489359,3.6351590380072594
Wesley Fofana,CB,26411,23,/23/player/26411/wesley-fofana,248695,17-12-2000,Chelsea,5,Premier League,13,France,79,75.0,69.0,80.0,37.0,42.0,29.0,48.0,37.0,40.0,48.0,55.0,47.0,39.0,38.0,69.0,66.0,39.0,64.0,61.0,58.0,76.0,67.0,61.0,70.0,81.0,84.0,74.0,79.0,82.0,80.0,76.0,78.0,67.0,80.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Chelsea,20.0,7589.0,Wesley Fofana,17.0,1372.0,1.0,0.8552336050197482,0.0,0.0366367762908339,8.0,2.0,4.0,0.0,D S,Chelsea,1.0,0.8552336050197482,4.46303728967905,4.026877721771598
Weston McKennie,CM,51863,23,/23/player/51863/weston-mckennie,238744,28-08-1998,Leeds United,8,Premier League,13,United States,80,82.0,81.0,82.0,74.0,82.0,74.0,74.0,73.0,75.0,61.0,76.0,78.0,73.0,63.0,79.0,77.0,77.0,80.0,75.0,69.0,79.0,82.0,81.0,80.0,78.0,79.0,80.0,75.0,80.0,75.0,83.0,92.0,87.0,81.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Leeds United,45.0,5360.0,Weston McKennie,19.0,1450.0,0.0,0.590064475312829,1.0,0.7054706662893295,13.0,13.0,7.0,0.0,M S,Leeds,0.0,0.590064475312829,2.814117079600692,1.99333081394434
Marcel Sabitzer,CM,51838,23,/23/player/51838/marcel-sabitzer,204923,17-03-1994,Manchester Utd,11,Premier League,13,Austria,80,72.0,73.0,71.0,81.0,77.0,79.0,85.0,85.0,81.0,72.0,79.0,80.0,74.0,78.0,82.0,81.0,76.0,79.0,74.0,77.0,80.0,82.0,79.0,79.0,66.0,65.0,60.0,69.0,68.0,59.0,76.0,69.0,80.0,75.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,5248.0,Marcel Sabitzer,11.0,635.0,0.0,0.6979504860937595,1.0,1.3641165122389791,11.0,10.0,1.0,0.0,M S,Manchester United,0.0,0.6979504860937595,4.193243402987719,3.0633304938673973
Álex Moreno,LB,51259,23,/23/player/51259/alex-moreno,217036,08-06-1993,Aston Villa,2,Premier League,13,Spain,80,88.0,86.0,90.0,68.0,73.0,73.0,61.0,65.0,65.0,70.0,73.0,72.0,76.0,57.0,77.0,68.0,69.0,76.0,85.0,79.0,74.0,77.0,76.0,60.0,75.0,76.0,63.0,77.0,78.0,74.0,69.0,62.0,89.0,60.0,70.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,4120.0,Álex Moreno,19.0,1346.0,0.0,0.6219645887613297,3.0,2.47616658359766,13.0,21.0,3.0,0.0,D S,Aston Villa,0.0,0.6219645887613297,6.160197624005377,4.4751421278342605
Smith Rowe,LM,26997,23,/23/player/26997/smith-rowe,240273,28-07-2000,Arsenal,1,Premier League,13,England,80,78.0,80.0,76.0,71.0,80.0,74.0,70.0,67.0,60.0,64.0,76.0,80.0,74.0,58.0,81.0,67.0,72.0,81.0,75.0,75.0,77.0,81.0,84.0,78.0,32.0,28.0,36.0,37.0,30.0,31.0,61.0,34.0,75.0,61.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,Arsenal,9.0,7230.0,Emile Smith-Rowe,12.0,132.0,0.0,0.3294837065041065,2.0,1.042964968830347,4.0,6.0,0.0,0.0,S,Arsenal,0.0,0.3294837065041065,0.7678957134485245,0.1702418066561222
Sven Botman,CB,26995,23,/23/player/26995/sven-botman,251809,12-01-2000,Newcastle Utd,13,Premier League,13,Netherlands,80,58.0,54.0,62.0,37.0,45.0,24.0,65.0,37.0,27.0,37.0,60.0,57.0,43.0,28.0,74.0,70.0,47.0,62.0,57.0,37.0,78.0,66.0,59.0,74.0,80.0,77.0,81.0,79.0,83.0,80.0,84.0,77.0,78.0,89.0,81.0,NULL,NULL,NULL,NULL,NULL,NULL,Newcastle Utd,56.0,8635.0,Sven Botman,36.0,3141.0,0.0,2.445929459296167,0.0,0.9378497563302516,22.0,9.0,2.0,0.0,D S,Newcastle United,0.0,2.445929459296167,6.934289989992976,6.85584563575685
Aaron Wan-Bissaka,RB,26994,23,/23/player/26994/aaron-wan-bissaka,229880,26-11-1997,Manchester Utd,11,Premier League,13,England,80,82.0,77.0,86.0,50.0,69.0,44.0,70.0,44.0,43.0,44.0,66.0,63.0,70.0,45.0,72.0,58.0,72.0,75.0,80.0,71.0,76.0,72.0,76.0,72.0,78.0,82.0,50.0,75.0,84.0,90.0,73.0,67.0,77.0,71.0,75.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,5584.0,Aaron Wan-Bissaka,19.0,1436.0,0.0,1.1713167987763882,0.0,1.153474660590291,10.0,15.0,2.0,0.0,D S,Manchester United,0.0,1.1713167987763882,7.755331262946129,6.90122390165925
Gianluca Scamacca,ST,26983,23,/23/player/26983/gianluca-scamacca,226710,01-01-1999,West Ham,19,Premier League,13,Italy,80,73.0,70.0,75.0,80.0,82.0,83.0,80.0,74.0,79.0,68.0,66.0,70.0,44.0,68.0,76.0,67.0,69.0,74.0,63.0,68.0,78.0,80.0,73.0,78.0,36.0,26.0,82.0,40.0,28.0,20.0,74.0,84.0,65.0,85.0,55.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,6253.0,Gianluca Scamacca,16.0,940.0,3.0,2.5387633964419365,0.0,1.1296455087140205,30.0,13.0,3.0,0.0,F S,West Ham,3.0,2.5387633964419365,3.51997191645205,0.5702235978096724
Kepa Arrizabalaga,GK,26979,23,/23/player/26979/kepa-arrizabalaga,206585,03-10-1994,Chelsea,5,Premier League,13,Spain,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79.0,78.0,85.0,82.0,34.0,33.0,Chelsea,20.0,5061.0,Kepa,29.0,2567.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Chelsea,0.0,0.0,4.026800500229001,4.026800500229001
Vladimír Coufal,RB,26976,23,/23/player/26976/vladimir-coufal,244470,22-08-1992,West Ham,19,Premier League,13,Czech Republic,80,73.0,74.0,73.0,56.0,69.0,50.0,66.0,59.0,61.0,49.0,73.0,69.0,81.0,42.0,75.0,73.0,75.0,75.0,74.0,84.0,78.0,76.0,73.0,72.0,78.0,76.0,70.0,78.0,81.0,78.0,81.0,85.0,85.0,76.0,86.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,8965.0,Vladimir Coufal,27.0,2148.0,0.0,0.1806397484615445,1.0,2.275553598999977,6.0,25.0,5.0,0.0,D S,West Ham,0.0,0.1806397484615445,4.774060698226094,3.4378814958035946
Kurt Zouma,CB,26972,23,/23/player/26972/kurt-zouma,204311,27-10-1994,West Ham,19,Premier League,13,France,80,62.0,52.0,70.0,51.0,49.0,47.0,63.0,49.0,47.0,59.0,62.0,60.0,49.0,59.0,68.0,67.0,60.0,56.0,52.0,52.0,78.0,62.0,50.0,73.0,80.0,79.0,84.0,80.0,81.0,78.0,84.0,91.0,65.0,92.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,935.0,Kurt Zouma,25.0,1990.0,2.0,2.125173594802618,0.0,0.056879699230194,19.0,1.0,0.0,0.0,D S,West Ham,2.0,2.125173594802618,2.5968139097094536,2.470027904957533
Jarrod Bowen,RM,26968,23,/23/player/26968/jarrod-bowen,224371,20-12-1996,West Ham,19,Premier League,13,England,80,78.0,79.0,77.0,77.0,80.0,80.0,74.0,76.0,69.0,70.0,75.0,75.0,79.0,70.0,76.0,67.0,71.0,81.0,79.0,83.0,78.0,81.0,82.0,77.0,44.0,37.0,64.0,49.0,40.0,36.0,66.0,65.0,81.0,63.0,57.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,1776.0,Jarrod Bowen,38.0,3245.0,6.0,10.004229810088871,5.0,6.90739019960165,75.0,48.0,2.0,0.0,F M S,West Ham,5.0,8.48189047165215,15.171011984348295,3.6215272583067417
Leon Bailey,RM,26966,23,/23/player/26966/leon-bailey,229906,09-08-1997,Aston Villa,2,Premier League,13,Jamaica,80,92.0,93.0,92.0,78.0,80.0,79.0,79.0,78.0,74.0,71.0,74.0,79.0,74.0,79.0,73.0,65.0,79.0,83.0,85.0,84.0,79.0,82.0,85.0,75.0,33.0,21.0,57.0,45.0,25.0,18.0,61.0,76.0,63.0,61.0,55.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,5221.0,Leon Bailey,33.0,2031.0,4.0,4.778411947190762,4.0,5.5339578883722425,51.0,30.0,4.0,0.0,F M S,Aston Villa,4.0,4.778411947190762,13.001362528651953,3.578845404088497
Alexander Isak,ST,26965,23,/23/player/26965/alexander-isak,233731,21-09-1999,Newcastle Utd,13,Premier League,13,Sweden,80,83.0,80.0,85.0,79.0,83.0,79.0,81.0,76.0,79.0,75.0,68.0,76.0,61.0,65.0,75.0,52.0,70.0,83.0,79.0,66.0,79.0,86.0,85.0,77.0,29.0,29.0,74.0,25.0,21.0,18.0,68.0,71.0,68.0,75.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,Newcastle Utd,56.0,5232.0,Alexander Isak,22.0,1530.0,10.0,8.784851711243391,1.0,1.7707323329523206,51.0,15.0,3.0,0.0,F S,Newcastle United,8.0,7.262516763061285,11.15905637666583,2.8647358743473887
Luke Shaw,LB,26959,23,/23/player/26959/luke-shaw,205988,12-07-1995,Manchester Utd,11,Premier League,13,England,80,76.0,74.0,77.0,54.0,76.0,44.0,74.0,54.0,56.0,38.0,78.0,80.0,82.0,54.0,80.0,70.0,83.0,78.0,70.0,78.0,76.0,80.0,78.0,81.0,79.0,78.0,76.0,79.0,81.0,78.0,78.0,83.0,72.0,77.0,85.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,1006.0,Luke Shaw,31.0,2570.0,1.0,0.9740113597363234,2.0,3.826654343865812,14.0,34.0,8.0,0.0,D S,Manchester United,1.0,0.9740113597363234,12.464829174801707,10.296980248764156
Boubacar Kamara,CDM,26958,23,/23/player/26958/boubacar-kamara,236987,23-11-1999,Aston Villa,2,Premier League,13,France,80,70.0,71.0,70.0,54.0,52.0,47.0,67.0,63.0,28.0,63.0,71.0,72.0,64.0,47.0,77.0,75.0,59.0,73.0,68.0,66.0,74.0,77.0,71.0,84.0,80.0,86.0,72.0,78.0,82.0,80.0,79.0,79.0,82.0,76.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,5789.0,Boubacar Kamara,24.0,1790.0,0.0,0.0835402803495526,1.0,0.6932991156354547,4.0,7.0,4.0,0.0,M S,Aston Villa,0.0,0.0835402803495526,4.049316678196192,3.758611302822828
Harvey Barnes,LM,26954,23,/23/player/26954/harvey-barnes,234742,09-12-1997,Leicester City,95,Premier League,13,England,80,86.0,85.0,86.0,77.0,80.0,78.0,80.0,79.0,68.0,54.0,75.0,77.0,78.0,69.0,76.0,69.0,76.0,81.0,79.0,79.0,81.0,81.0,82.0,78.0,45.0,43.0,46.0,45.0,47.0,44.0,64.0,59.0,73.0,64.0,53.0,NULL,NULL,NULL,NULL,NULL,NULL,Leicester City,46.0,6681.0,Harvey Barnes,34.0,2738.0,13.0,9.120478011667728,1.0,3.107304636389017,72.0,19.0,3.0,0.0,F M S,Leicester,13.0,9.120478011667728,14.723602913320065,3.649019580334425
Dominic Calvert-Lewin,ST,26951,23,/23/player/26951/dominic-calvert-lewin,221479,16-03-1997,Everton,7,Premier League,13,England,80,81.0,73.0,87.0,77.0,80.0,81.0,79.0,65.0,72.0,77.0,64.0,64.0,65.0,54.0,71.0,47.0,64.0,76.0,68.0,64.0,79.0,79.0,76.0,76.0,39.0,35.0,89.0,38.0,31.0,23.0,80.0,91.0,76.0,82.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Everton,27.0,5555.0,Dominic Calvert-Lewin,17.0,1197.0,2.0,6.498087804764509,1.0,1.2365073096007109,31.0,9.0,3.0,0.0,F S,Everton,1.0,5.736918967217207,8.038987591862679,1.9899096544831991
Anthony Martial,ST,26949,23,/23/player/26949/anthony-martial,211300,05-12-1995,Manchester Utd,11,Premier League,13,France,80,83.0,85.0,82.0,79.0,78.0,79.0,83.0,74.0,76.0,80.0,72.0,75.0,73.0,54.0,77.0,60.0,84.0,84.0,79.0,79.0,78.0,84.0,87.0,78.0,35.0,34.0,70.0,26.0,33.0,31.0,66.0,72.0,62.0,73.0,54.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,553.0,Anthony Martial,21.0,987.0,6.0,7.3281096909195185,2.0,1.756760749965906,27.0,12.0,0.0,0.0,F S,Manchester United,5.0,6.566943714395165,9.77430764771998,2.775388235226273
Bernd Leno,GK,26948,23,/23/player/26948/bernd-leno,192563,04-03-1992,Fulham,144,Premier League,13,Germany,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82.0,78.0,74.0,82.0,55.0,56.0,Fulham,36.0,181.0,Bernd Leno,36.0,3240.0,0.0,0.0,0.0,0.0308126993477344,0.0,1.0,3.0,0.0,GK,Fulham,0.0,0.0,2.495602583512664,2.464789582416415
Nayef Aguerd,CB,26940,23,/23/player/26940/nayef-aguerd,244749,30-03-1996,West Ham,19,Premier League,13,Morocco,80,73.0,65.0,80.0,50.0,52.0,40.0,69.0,54.0,41.0,48.0,64.0,60.0,48.0,41.0,76.0,72.0,55.0,65.0,58.0,56.0,80.0,75.0,58.0,73.0,80.0,81.0,81.0,78.0,83.0,78.0,77.0,89.0,76.0,76.0,77.0,NULL,NULL,NULL,NULL,NULL,NULL,West Ham,97.0,6935.0,Naif Aguerd,18.0,1600.0,2.0,2.5115839689970016,0.0,0.6282200030982494,12.0,6.0,4.0,0.0,D S,West Ham,2.0,2.5115839689970016,1.3947869138792155,1.277543191798031
Stefan Ortega,GK,26939,23,/23/player/26939/stefan-ortega,200159,06-11-1992,Manchester City,10,Premier League,13,Germany,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76.0,74.0,86.0,85.0,52.0,53.0,Manchester City,51.0,8786.0,Stefan Ortega Moreno,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Manchester City,0.0,0.0,0.4219337403774261,0.4219337403774261
Victor Lindelöf,CB,26935,23,/23/player/26935/victor-lindelof,221660,17-07-1994,Manchester Utd,11,Premier League,13,Sweden,80,59.0,54.0,63.0,51.0,51.0,42.0,72.0,52.0,38.0,54.0,72.0,72.0,62.0,53.0,79.0,81.0,64.0,72.0,60.0,60.0,81.0,76.0,70.0,83.0,82.0,84.0,76.0,82.0,82.0,79.0,76.0,77.0,73.0,76.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,6080.0,Victor Lindelöf,20.0,1350.0,0.0,0.2323515973985195,0.0,0.0846685543656349,3.0,3.0,1.0,0.0,D S,Manchester United,0.0,0.2323515973985195,7.236471671611071,7.146713148802519
Renan Lodi,LB,26932,23,/23/player/26932/renan-lodi,251573,08-04-1998,Nott'm Forest,14,Premier League,13,Brazil,80,83.0,83.0,83.0,68.0,74.0,66.0,76.0,68.0,59.0,55.0,76.0,73.0,81.0,57.0,78.0,75.0,81.0,80.0,84.0,82.0,80.0,80.0,80.0,78.0,74.0,74.0,70.0,73.0,76.0,79.0,75.0,78.0,84.0,69.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,Nott'm Forest,57.0,7891.0,Renan Lodi,28.0,2236.0,0.0,0.751506220549345,1.0,1.318730404600501,15.0,13.0,7.0,0.0,D M S,Nottingham Forest,0.0,0.751506220549345,2.764841167256236,1.8108528461307287
Remo Freuler,CM,26929,23,/23/player/26929/remo-freuler,202024,15-04-1992,Nott'm Forest,14,Premier League,13,Switzerland,80,68.0,67.0,69.0,71.0,78.0,68.0,73.0,75.0,68.0,61.0,75.0,79.0,63.0,70.0,81.0,80.0,60.0,78.0,69.0,64.0,83.0,80.0,78.0,83.0,75.0,79.0,41.0,80.0,79.0,73.0,74.0,55.0,89.0,69.0,72.0,NULL,NULL,NULL,NULL,NULL,NULL,Nott'm Forest,57.0,1488.0,Remo Freuler,28.0,2178.0,0.0,0.3386984970420599,0.0,0.4867018014192581,8.0,12.0,5.0,0.0,M S,Nottingham Forest,0.0,0.3386984970420599,4.259000528603792,3.825942753814161
Eric Dier,CB,26927,23,/23/player/26927/eric-dier,202335,15-01-1994,Spurs,18,Premier League,13,England,80,54.0,53.0,55.0,64.0,53.0,52.0,84.0,74.0,51.0,74.0,70.0,64.0,64.0,76.0,74.0,76.0,68.0,65.0,36.0,46.0,79.0,72.0,65.0,76.0,80.0,76.0,82.0,79.0,81.0,82.0,84.0,71.0,70.0,91.0,88.0,NULL,NULL,NULL,NULL,NULL,NULL,Spurs,80.0,643.0,Eric Dier,33.0,2815.0,2.0,1.4715977106243372,1.0,1.6204578075557947,17.0,7.0,4.0,0.0,D S,Tottenham,2.0,1.4715977106243372,11.746883509680629,11.003167567774652
Emiliano Buendía,RM,26922,23,/23/player/26922/emiliano-buendia,226162,25-12-1996,Aston Villa,2,Premier League,13,Argentina,80,71.0,75.0,68.0,74.0,75.0,74.0,77.0,73.0,68.0,62.0,81.0,85.0,78.0,74.0,83.0,79.0,81.0,83.0,80.0,87.0,77.0,84.0,83.0,77.0,66.0,60.0,75.0,67.0,68.0,61.0,70.0,75.0,71.0,63.0,83.0,NULL,NULL,NULL,NULL,NULL,NULL,Aston Villa,11.0,2203.0,Emiliano Buendía,38.0,2446.0,5.0,5.6266536470502615,2.0,4.373138631694019,49.0,40.0,0.0,0.0,F M S,Aston Villa,5.0,5.6266536470502615,15.272164912894368,7.626095078885555
Lucas Moura,RW,26920,23,/23/player/26920/lucas-moura,200949,13-08-1992,Spurs,18,Premier League,13,Brazil,80,89.0,90.0,88.0,77.0,77.0,76.0,83.0,74.0,70.0,74.0,70.0,71.0,70.0,68.0,72.0,67.0,71.0,85.0,91.0,92.0,79.0,82.0,86.0,79.0,46.0,54.0,73.0,36.0,43.0,44.0,68.0,93.0,74.0,59.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,Spurs,80.0,3293.0,Lucas Moura,15.0,117.0,1.0,0.7378932386636734,0.0,0.2311347499489784,4.0,4.0,0.0,1.0,S,Tottenham,1.0,0.7378932386636734,1.0805886834859848,0.3839656338095665
Luis Sinisterra,LW,26919,23,/23/player/26919/luis-sinisterra,233500,17-06-1999,Leeds United,8,Premier League,13,Colombia,80,89.0,92.0,87.0,73.0,75.0,77.0,72.0,68.0,74.0,55.0,72.0,77.0,68.0,44.0,78.0,69.0,64.0,85.0,93.0,87.0,77.0,83.0,87.0,77.0,53.0,50.0,69.0,56.0,48.0,47.0,63.0,89.0,77.0,57.0,56.0,NULL,NULL,NULL,NULL,NULL,NULL,Leeds United,45.0,10866.0,Luis Sinisterra,19.0,891.0,5.0,3.361706962808966,0.0,0.3890431001782417,28.0,9.0,1.0,1.0,F M S,Leeds,5.0,3.361706962808966,5.349757798016071,2.453906362876296
Scott McTominay,CDM,26918,23,/23/player/26918/scott-mctominay,237238,08-12-1996,Manchester Utd,11,Premier League,13,Scotland,80,63.0,62.0,64.0,74.0,70.0,70.0,85.0,80.0,62.0,60.0,74.0,74.0,68.0,57.0,78.0,80.0,70.0,75.0,63.0,54.0,79.0,77.0,78.0,75.0,78.0,81.0,78.0,76.0,80.0,73.0,85.0,73.0,84.0,85.0,90.0,NULL,NULL,NULL,NULL,NULL,NULL,Manchester Utd,52.0,5560.0,Scott McTominay,24.0,1133.0,1.0,1.8013716908171773,0.0,1.078185809776187,13.0,8.0,8.0,0.0,M S,Manchester United,1.0,1.8013716908171773,6.004832318983972,3.5477124359458685
